Target,text,label
Legalization of Abortion,It is not progressive to try to resolve problems by eliminating a human life. - #PopeFrancis #SemST,0
Legalization of Abortion,Gay Marriage & Murdering the Unborn will always be a SIN in GODS eyes. #ccot #tcot #jesus #bible. #SemST,0
Legalization of Abortion,"Unthinkable, shameful, acceptable, encouraged, desirable ...the evolution of killing the defenseless. #SemST",0
Legalization of Abortion,I have no problem with birth control but their you go with that free thing again. So your solution is murder good idea #SemST,0
Legalization of Abortion,No one has 5he right to tell any person what they should do with their body #SemST,0
Legalization of Abortion,Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com #SemST,0
Legalization of Abortion,defunding PP won't mean fewer abortions. It will mean more dead women. #SemST,1
Legalization of Abortion,"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on #obamacare, #marriage, #SemST",0
Legalization of Abortion,"Because as long as we're ending innocent lives, love has won nothing. #SemST",0
Legalization of Abortion,putting abortion in with choices for women just won my heart over. Yaaaaaas! #shahs #SemST,1
Legalization of Abortion,"Good morning Patriots, let us continue to Pray for this great Nation and the #UnBorn on this great day God has given us!! #ccot #SemST",0
Legalization of Abortion,Reading law cases on abortion rulings from the past 100 years is exhausting! #research #workhard #work #publichealth #SemST,0
Legalization of Abortion,"I get the whole ""Kill your darlings"" advice, but I feel like an abortionist with all these unfinished stories. #Writing #Literary #SemST",0
Legalization of Abortion,"Hillary wants to be a champion for women, unless they're unborn. #SemST",0
Legalization of Abortion,EVERYONE has a right and choice of either HEAVEN or HELL. #ProMarriage #ProFaith #EternalLifeMatters #SemST,0
Legalization of Abortion,"#antichoice NEVER try to police men over sex, but punishing women puts them into a frenzy. #SemST",1
Legalization of Abortion,"No one is advocating ""punishment"". Would you force ppl to give birth against their wills? #rapeculture #SemST",1
Legalization of Abortion,What about in cases of rape #SemST,1
Legalization of Abortion,I love how #liberals only accuse #conservatives of war on women when we don't want to fund #SemST,0
Legalization of Abortion,if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST,0
Legalization of Abortion,repent wen u commit a grave act like murder of a baby did u #abort ur baby?yes? then YOU repent! #hell s 4 eternity #SemST,0
Legalization of Abortion,"...and said unto them, Suffer the little children to come unto me, & forbid them not: for of such is the kingdom of God. Mk 10:14 #SemST",0
Legalization of Abortion,Today I am grateful to have the right to control my body without govt influence. #antichoice leaders want to stop this. #abvote #SemST,1
Legalization of Abortion,Bad analogy. The current time frame for abortion is the best compromise #SemST,0
Legalization of Abortion,"I'm pro choice for if you want to kill living babies, go right ahead. #SemST",1
Legalization of Abortion,"Just like abortion, even though SCOTUS says gay marriage is legal doesn't make it moral. #SCOTUSMarriage #FreedomOfReligion #SemST",0
Legalization of Abortion,You can say that again! #AbortionIsMurder #AllLivesMatter #ProLifeYouth #SemST,0
Legalization of Abortion,#ChildrensCentre's in the #UK have stay & play sessions for very young / single parents #childcare #parenting #SemST,0
Legalization of Abortion,"Exactly, no apologies needed to any #fundamentalist of any kind. Stop apologies for rights. #p2 #SemST",1
Legalization of Abortion,"Just remember, there is a living family out there just waiting to #adopt your aborted baby. #SemST",0
Legalization of Abortion,". . . abortion is not self-defense, shooting the rapist is Kittington #PJNET #TCOT #SemST",0
Legalization of Abortion,Yup. The women in the womb are as precious as those who are outside of it. #ProLifeYouth #AllLivesMatter #SemST,0
Legalization of Abortion,I'll always put all my focus and energy toward keeping people alive instead of deciding who gets to marry. #SemST,0
Legalization of Abortion,#populationcontrol = controlling the incoming generations. that's why there's #demographicwinter #epicfail #philippines #rhlaw. #SemST,0
Legalization of Abortion,"AmandaKayHowell: Dear to who it may concern;""YOU stand up for my right to live. #Baby #murder #RightToLife #unborn #wo... #SemST",0
Legalization of Abortion,Okay so how about declaring and protecting equality for the unborn now? #SCOTUS #Murder #SemST,0
Legalization of Abortion,NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive. #SemST,0
Legalization of Abortion,I can tell women what to do with their bodies #ThingsYouDontSayAsAPolitician #SemST,0
Legalization of Abortion,I am in favor of women's rights and their right to choose. How I chose is irrelevant to others #SemST,0
Legalization of Abortion,There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 #SemST,0
Legalization of Abortion,"If we are pronounced dead when our heart stops, why are we not pronounced alive when our heart starts? #SemST",0
Legalization of Abortion,"Democrats are always AGAINST ""Personhood"" or what they perceive to be legislation to recognize #Personhood. Always. #Colorado #SemST",0
Legalization of Abortion,sorry Hilary but I'm #southern and don't bleed that #rainbow #BleedRed #america #southwillriseagain #SemST,0
Legalization of Abortion,"Without #life, the right to liberty and the pursuit of happiness aren't possible. #ProLifeYouth #AllLivesMatter #SemST",0
Legalization of Abortion,"So you've blown right past the whole ""women stopped dying after RvW"" thing. #prolifelie #hashtagitall #SemST",0
Legalization of Abortion,"#ThingsYouDontSayAsAPolitician: ""I'm personally opposed to #abortion, but..."" Abortion is WRONG. Period. youth #SemST",0
Legalization of Abortion,"There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST",0
Legalization of Abortion,It's sad to see so many people getting their values from Hollywood rather than the Holy Scriptures. #ProLifeYouth #SemST,0
Legalization of Abortion,Yes I will be at Counting down to it. Looking forward to standing up for the right to life #... #SemST,0
Legalization of Abortion,Anti choice laws are sexist because they only effect women*. #SemST,1
Legalization of Abortion,I get several requests with petitions to save whales but never to stop the slaughter of babies in the wombs of mothers. #abortion. #SemST,0
Legalization of Abortion,We live in a world where people care more about religious rights than consent & reproductive rights.... #SemST,1
Legalization of Abortion,pro-choicers are basically tryna fight oppression with more oppression . #feminist #SemST,0
Legalization of Abortion,Babies are humans to support the prolife movement #SemST,0
Legalization of Abortion,People who have never had an abortion can be prochoice. People with a uterus can be prochoice. People who never want kids can be #SemST,1
Legalization of Abortion,Children are the greatest blessing which God has bestowed on man and woman. -Pope Francis #LifeisaGift #SemST,0
Legalization of Abortion,don't need your input but thanks. #womanschoice #controlyourownbody #SemST,1
Legalization of Abortion,The government has not been able to point to any improved health outcomes for women #law #macedonia #HRCtte #SemST,0
Legalization of Abortion,It's not Monday on Twitter until some right wing troll sends me a video of an abortion #ReproRights #SemST,1
Legalization of Abortion,"If Doctors used guns to perform abortions, would liberals then be opposed? #2A #liberallogic #SemST",0
Legalization of Abortion,"Dehumanizing? Why are you dehumanizing the pregnant person? They're more than walking incubators, and have rights! #SemST",1
Legalization of Abortion,I have a right to identify as pregnant and have an abortion. Having an abortion confirms my power of choice. #PregnancyForAll #SemST,0
Legalization of Abortion,"Natural family planning isn't ""planning"" at all since it just doesn't work. #SemST",0
Legalization of Abortion,If your agonist abortion get a vasectomy #SemST,0
Legalization of Abortion,"Your life is worth a lot. Don't believe any ""compassionate"" politicians or doctors or friends who tell you otherwise. You matter. #SemST",0
Legalization of Abortion,"U refer to ""WE"" which =""YOU"" & a minority of idiots who support #suicide #murder #death #iLLegalAliens #RavenSymone #SemST",0
Legalization of Abortion,Abortion does not prevent rape. Kittington #SemST,0
Legalization of Abortion,In Ireland the unborn child has constitutional protection. Long may this continued.Youth #SemST,0
Legalization of Abortion,Bernadette Smyth is an ignorant thunder cunt. Not her life. Not her body. Not her business. #ItsABallOfCellsNotABaby #NewsNI #SemST,1
Legalization of Abortion,"She has a brain, a heart, and her own unique DNA, not her mother's. She is alive and human. Please don't kill her. #SemST",0
Legalization of Abortion,I also support Men's wrongs as well as Women's rights #Standforchoice #womensrights #SemST,1
Legalization of Abortion,"In #scotus majority opinion, substitute abortion for capital punishment, and you have the opinion for the Texas clinic case. #SemST",0
Legalization of Abortion,Thank goodness politicians saw sense and recognised women's rights over their own bodies. #SemST,1
Legalization of Abortion,Abortion laws should be designed to make it harder to get an abortion. Abortion is murder! #SemST,0
Legalization of Abortion,"Once again, whose body do you have a ""right"" to use w/out consent? Still waiting. #rapeculture #SemST",1
Legalization of Abortion,Abortion Workers Charged with Manslaughter After Another Woman Dies From #SemST,0
Legalization of Abortion,Evidence proves that morbidity & mortality rates of legal abortion r a lot higher dan carrying pregnancy 2 term #teens #SemST,0
Legalization of Abortion,Where's the most dangerous place for a child? In the hands of an ISIS terrorist? Almost. Inside their mother's womb #MiddleAmerica #SemST,0
Legalization of Abortion,"Canada's legal definition of ""human being"" is based on 17th century science. It's time for an update. #ProLifeYouth #cdnpoli #SemST",0
Legalization of Abortion,WORLDWIDE R.E. Agents! - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com #SemST,0
Legalization of Abortion,So prolifers are against health rights? #SemST,1
Legalization of Abortion,How Ohio is secretly as restrictive as Texas with their #antichoice laws #TRAPlaws #SemST,0
Legalization of Abortion,"celebrates ""equality"" while 3000 unborn babies were killed today. Let's talk about a real inequality sir #LifeEquality #SemST",0
Legalization of Abortion,They made same sex marriage legal but they won't make abortion illegal. What is wrong with this world? #adamandevenotadamandsteve #SemST,0
Legalization of Abortion,"I would consider this, to be dispersal of a chemical weapon, one that kills children. #SemST",0
Legalization of Abortion,We should not deny the basic human right to life for unborn babies. #LifeWins #EndTheDiscrimination #SemST,0
Legalization of Abortion,because a good percent utilized that wonderful gift of choice (#proChoice). #SemST,0
Legalization of Abortion,Every year I see #rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST,0
Legalization of Abortion,#ICCPR report does not cite any reasons for the changes in the legislation regulating. #macedonia #law # #SemST,0
Legalization of Abortion,I thought they wanted less unwed mommas and less abortion. #confused #tcot #feminism #SemST,0
Legalization of Abortion,"if we can accept that a mother can kill even her own child, how can we tell other people not to kill one another? #SemST",0
Legalization of Abortion,Do to others whatever you would have them do to you. This is the law and the prophets. Mt 7:12 #ProLifeYouth #SemST,0
Legalization of Abortion,More #blacks killed by abortion than during #slavery #ConfederateFlag #SemST,0
Legalization of Abortion,"If you don't want your kid, put it up for adoption. #sorrynotsorry #SemST",0
Legalization of Abortion,It's a free country. Freedom includes freedom of choice. #SemST,1
Legalization of Abortion,"For he who avenges blood remembers, he does not ignore the cry of the afflicted. ~ Ps 9:12 #comequicklyLordJesus #SemST",0
Legalization of Abortion,Oh you dont like that Im Pro-choice. Pftt. Dont try to force me to be pro-life. Fuck off #sorrynotsorry #SemST,1
Legalization of Abortion,Mzwakhe mbuli says doctors & nurses are paid assassins.. they kill unborn babies & give it a fancy name #SemST,0
Legalization of Abortion,if men could get pregnant things would change pretty quickly! #BackOff #SemST,1
Legalization of Abortion,Both Democrats and #IslamicState murder by dismemberment. The only difference is the age of their victims. #ISIS #SemST,0
Legalization of Abortion,A woman who deliberately destroys a fetus is answerable for murder.-St. Basil the Great #SemST,0
Legalization of Abortion,This #rally4life shit! How people support it I'll never understand. #SemST,0
Legalization of Abortion,Dear America: If only a 3D ultrasound picture could evoke the same emotional response. #lifeisprecious #SemST,0
Legalization of Abortion,"Abortion has nothing to do with feminism. Its about the BABYS body, not yours.isright #SemST",0
Legalization of Abortion,It is so much fun having younger friends who are expecting babies. #beentheredonethat #chooselife #SemST,0
Legalization of Abortion,Praise to District Court Judge Larry Hendricks for blocking that ridiculous anti-abortion law in Kansas #SemST,1
Legalization of Abortion,Just laid down the law on abortion in my bioethics class. #Catholic #SemST,0
Legalization of Abortion,if every child matters regardless of skin color? why do we as a nation continuously keep aborting them? #AllLivesMatter #SemST,0
Legalization of Abortion,"There's a law protecting unborn eagles, but not humans uh, idk if you've noticed, but there aren't 7 billion eagles around. #SemST",0
Legalization of Abortion,I will agree to gay marriage if you agree to pro-life and then adopt babies that would have been aborted. #SemST,0
Legalization of Abortion,Lol it's no ones choice but the woman's when it comes to abortion. Men shouldn't even be able to vote on the issue. #SemST,1
Legalization of Abortion,"No, U want 2 limit the doctor's choice & force him/her to help w/ abortions. I want to protect life & human dignity. #SemST",0
Legalization of Abortion,Today I am grateful for the #reproductiverights that allow so many families to escape poverty. #abvote #SemST,1
Legalization of Abortion,The world is waking up to the fact that killing babies is wrong. No matter what. #ProLifeYouth #SemST,0
Legalization of Abortion,I will fight for the unborn! #SemST,0
Legalization of Abortion,When is abortion a responsible choice? When a woman chooses it to be #SemST,1
Legalization of Abortion,SCOTUS at it again! Blocks Texas from enforcing part of new abortion law! We have to stop killing babies! #SemST,0
Legalization of Abortion,Pray for the Navy yard. God please keep the casualties minimal. #1A #2A #NRA #COS #CCOT #TGDN #PJNET #WAKEUPAMERICA #SemST,0
Legalization of Abortion,just wanted to say that I appreciate the pro life stance. A lot of celebrities are afraid to show a bold stance #LFO #SemST,0
Legalization of Abortion,#NothingMoreAmericanThan unjustified homicide of the unborn in #SemST,0
Legalization of Abortion,".@DRUDGE_REPORT not sure I agree with her decision but, it is her decision.I wonder how many of the critics would support abortion? #SemST",1
Legalization of Abortion,Abortion IS NOT a political issue it is a MORAL issue. #Catholic #Christian #Conservative #SemST,0
Legalization of Abortion,"because it is settled that [abortion] is constitutional, it necessarily follows that there must be a means of carrying it out. #SemST",0
Legalization of Abortion,both r #human. 1e u abuse with misinformation (#women) n d other u kill by #baby #SemST,0
Legalization of Abortion,"I was an accidental baby and as far as I know, my parents were happy to have me. #thanksmom #SemST",0
Legalization of Abortion,All of this has nothing to do w providing medical care - on TRAP regulations #scraptrap #SemST,0
Legalization of Abortion,Alright #SCOTUS your next order of business should be overturning #roevwade #SemST,0
Legalization of Abortion,please consider the status of preborn girls as the most vulnerable women in society. #peivotes #SemST,0
Legalization of Abortion,",@CoraSherlock When is Ms C case you've been promising happening? When'll a court be asked adjudicate her claims? #repealthe8th #SemST",0
Legalization of Abortion,"#Mozambique's new penal code takes effect on Wednesday containing several significant new elements,including #decriminalisation of #SemST",0
Legalization of Abortion,A bundle of cells feels more pain than a fully grown women? no. #SemST,0
Legalization of Abortion,"I don't know about you, but I didn't vote for the GOP to capitulate to the Dems. #AllLivesMatter #SemST",0
Legalization of Abortion,"'Amen, I say to you, whatever you did for one of these least brothers of mine, you did for Me.' Mt 25:40 #ProLifeYouth #SemST",0
Legalization of Abortion,#PeoplesDebate Juvenile hysterics from that woman. Killing babies is bodily autonomy? People dying of neglect but lets have #VinB #SemST,0
Legalization of Abortion,You can't kill someone cause you claim you made a mistake. If true nobody would go to jail for killing their spouse. #SemST,0
Legalization of Abortion,yes he has an opinion but the choice should be in the hands of the women You know the person directly affected? #SemST,1
Legalization of Abortion,"Dear Religious Right: I keep my uterus out of your church, so keep your church out my uterus. #SemST",1
Legalization of Abortion,Abortionists and their supporters are the REAL misogynists! #Catholic #Christian #progressive #liberal #SemST,0
Legalization of Abortion,Way to go Mozambique. Thank you for recognizing #Equality We should be allowed to make our own choices. #SemST,0
Legalization of Abortion,It's time to be a #voice for the #voiceless. Stand up for the #unborn! #AllLivesMatter #ProLifeYouth #chooselife #SemST,0
Legalization of Abortion,Like i said you are weak. We are strong! #Christian #WeWillOvercome #SemST,0
Legalization of Abortion,"Precisely! In God's eyes, ALL life is precious. Let's make this generation the one who ends abortion! #ProLifeYouth #SemST",0
Legalization of Abortion,"The causes & circumstances of pregnancies vary, but one thing is unwavering: a human with a right to life. #ProLifeYouth #SemST",0
Legalization of Abortion,They abort millions of their possible progressives for the future. #Downfall #SemST,0
Legalization of Abortion,Lmao my school thinks giving women the right to an abortion is against feminism. They don't know feminism #wtf #SemST,1
Legalization of Abortion,"Thanks to anti-choicers, women dealing with this may also face prosecution. #SemST",1
Legalization of Abortion,"we must always see others as Christ sees us,we must see God in all things&remeber 2 look past sin #RomanCatholic #SemST",0
Legalization of Abortion,Bullshit multiplied by bullshit is still bullshit. #SemST,0
Legalization of Abortion,"actually noone said they dont consider it life, and an abortion is between a woman and her doctor #SemST",1
Legalization of Abortion,"At the same time, this decision ISN'T always a difficult one. Don't let #antichoice guilt-trip people. #SemST",0
Legalization of Abortion,Agree choice if woman's life in danger. But rape - does the baby deserve death for crime of his/her father? #SemST,0
Legalization of Abortion,Off to the #clinic this morning. 2015 and we still have to chase away anti-choice nutters harassing our patients. #SemST,1
Legalization of Abortion,"It's not #yourbody, so it's not your #choice.youthgen #SemST",1
Legalization of Abortion,Only one can have bodily autonomy #SemST,1
Legalization of Abortion,One day I'm gonna set an abortion clinic on fire. Anyone wanna join? #SemST,0
Legalization of Abortion,because that 9% utilized that wonderful gift of choice (#proChoice). #SemST,0
Legalization of Abortion,"Why do people think it's ok to get an abortion... What the fuck is wrong with you? What if your mom aborted you, you sick fuck! #SemST",0
Legalization of Abortion,Legalized tweeting-instead-of-procreating discriminates against the unconceived child. #worstargumentever #lolanti #SemST,0
Legalization of Abortion,Rise & Shine its a new day & you're alive. Thank God 4 another day of precious life. #Christian #Catholic #TeamJesus #SemST,0
Legalization of Abortion,It is a #poverty to decide that a #child must #die so you may live as you wish. -Mother Teresa #prolifeyouth #prolifegen #SemST,0
Legalization of Abortion,I do not want to bring a child into this dangerous patriarchy. But I want to feel pregnancy as an experience #PregnancyForAll #SemST,0
Legalization of Abortion,thank you for the way you beautifully communicate the pro-life message. You all consistently blow me away. #SemST,0
Legalization of Abortion,There's an undeniable inverse correlation between women's right to choose and crime rates #womensrights #SemST,1
Legalization of Abortion,the irony of Margaret Sanger wanting to rid the world of blacks. #SemST,0
Legalization of Abortion,BRAVO TO BOTH OF YOU BEAUTIFULLY EXPLAINED HOLD UP #humantrafficking bill #womensrights #righttochoose #SemST,1
Legalization of Abortion,Generate belief in quality existence for everyone especially children in that community.Kittington2016 #SemST,0
Legalization of Abortion,"How dare you say my sexual preference is a choice, how dare you say dismembering my preborn isn't. #liberalism #SemST",0
Legalization of Abortion,And the unborn ARE human lives completely human & alive from conception. Abortion KILLS #SemST,0
Legalization of Abortion,People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST,1
Legalization of Abortion,what do u call #teens hu got #pregnant even while ingesting contraceptives? success? Can a chaste girl get pregnant? #SemST,0
Legalization of Abortion,abortions should never be illegal. It should be the pregnant person's choice. Especially if that person was rape #SemST,1
Legalization of Abortion,I am 1 in 3... I have had an abortion #AbortionOnDemand #MenstruationMatters #SemST,0
Legalization of Abortion,"If men could get pregnant, abortion clinics would be like Starbucks #SemST",0
Legalization of Abortion,Does the Gay Community support Abortion? #ProLifeYouth #LGBTPrideMonth #SemST,0
Legalization of Abortion,Why is it illegal to kill an unhatched eagle egg but its legal to kill an unborn human baby?isright #SemST,0
Legalization of Abortion,".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead #SemST",0
Legalization of Abortion,every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR #ccot #tcot #SemST,0
Legalization of Abortion,Women's rights are a joke. Omg I can't even. Lol go thank your mom for keeping you. #SemST,0
Legalization of Abortion,you want the freedom to murder a baby. Rip them limb by limb. No change in subject by me.Libertarian #SemST,0
Legalization of Abortion,Giving birth is not pushing women toward death. #SemST,0
Legalization of Abortion,A prochoice advocate but circumcise ur baby? Fucking hypocrite! #circumcision #humanrights #SemST,0
Legalization of Abortion,Coming from a female that was taken away the ability to have children. I still believe women should have the ability to choose. #SemST,1
Legalization of Abortion,"DEAR PROABORTS: Using BAD grammar and FILTHY language and INTIMIDATION makes you look ignorant, inept and desperate. #GodWins #SemST",0
Legalization of Abortion,I #DenounceHarper because his religious ties are responsible for the #MarchForLife anti-choice rallies on Parliament Hill. #SemST,0
Legalization of Abortion,So can unborn children have rights now? #SemST,0
Legalization of Abortion,I truly believe that #BlackLivesMatter and that's why I'm against Planned Parenthood. #ycot #SemST,0
Legalization of Abortion,try joining the millions of slaughtered unborn CHILDREN robbed of their right to choose. #cdnpoli #SemST,0
Legalization of Abortion,#PeoplesDebate Better every child born out of marriage + every mothers get #loneparents allowance than there be a single #VinB #SemST,0
Legalization of Abortion,good riddance to millions of black babies? I really hope I'm misunderstanding you #SemST,0
Legalization of Abortion,Watching teen mom and watching Farrah be a bitch makes me believe in abortion that much more. #SemST,1
Legalization of Abortion,"Oh look!!! So not only are antichoice strongly against pregnant people's human rights, they're also homophobic. Shocker. (Not) #SemST",1
Legalization of Abortion,"thank you again to show that you are AGAINST CONTRACEPTION. ""#Prolife"" = a code word for #misogyny. #SemST",0
Legalization of Abortion,If #Freewill is good enough for your #god it should be good enough for you. #SemST,0
Legalization of Abortion,"In so many ways, to so many people around the world, America really IS the ""Great Satan"" #GayMarriage #Drugs #WakeUpAmerica #SemST",0
Legalization of Abortion,"Jesus loves the children of the world, the born and the unborn.Youth #SemST",0
Legalization of Abortion,They were slaying their own souls when they offered up their sons & when they shed the blood of infants. #Augustine #Psalm106 #SemST,0
Legalization of Abortion,- I guess this means you're happy for me to be pro-life as I never aborted any of my own children? #hypocrisy #SemST,0
Legalization of Abortion,If it isn't a #human life then why does have a problem with us?youth #itisahumanlife #SemST,0
Legalization of Abortion,"I'm killing my baby tonight, I don't care if it's wrong or right! #SemST",1
Legalization of Abortion,"A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more #SemST",1
Legalization of Abortion,U.S. Fed law does nothing to prevent killing of pre-born children even up til sec of birth or seriously address root causes of #SemST,0
Legalization of Abortion,RT if you're ready to help us defeat #AssistedSuicidelike we defeated #AbortionExpansion! #noPASny #SemST,0
Legalization of Abortion,Life is our first and most basic human right. #SemST,0
Legalization of Abortion,"No. It's absurd to refer to healthcare that saves pregnant people's lives as ""killing. #SemST",1
Legalization of Abortion,"A pregnancy, planned or unplanned, brings spouses,families & everyone closer to each other. #Life is beautiful! #USA #SemST",0
Legalization of Abortion,Gets rid of a daughter and pretends she never existed. #ParentTrapPlot or #SemST,0
Legalization of Abortion,Progress for #AfricanAmericans check. Progress for #Gay people check. Progress for #Women. Waiting waiting waiting.... #SemST,1
Legalization of Abortion,En route to Parnell Square for the rally for life!! #everylifematters #SemST,0
Legalization of Abortion,"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? #SemST",0
Legalization of Abortion,Thank you for another day of life Lord. #Christian #Catholic #TeamJesus #SemST,0
Legalization of Abortion,We are the #prolifegen and we will abolish abortion in our lifetime! #prolifefuture #tcot #SemST,0
Legalization of Abortion,"Not all women want to have or bear children, and that is okay #SemST",1
Legalization of Abortion,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females #SemST,1
Legalization of Abortion,"Now that there's marriage equality, can we start working on equal rights for unborn children? #SemST",0
Legalization of Abortion,#DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin. #SemST,0
Legalization of Abortion,people in the government care more about words in a bible than women and their bodies #SemST,1
Legalization of Abortion,We are surprised at #SCOTUS ruling on marriage? Isn't this the the same government agency that legalized murder? #SemST,0
Legalization of Abortion,goes along with the world is the law of God and not of men #SemST,0
Legalization of Abortion,where is #SilencedDiscourse for #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,0
Legalization of Abortion,There should be no law or funding which justifies the murder of innocent life. #CCOT #pjnet #SemST,0
Legalization of Abortion,"The same people that demand gov stay out of their vaginas, demand that gov legitimize their same sex bedrooms! Curious. #LoveWins #SemST",0
Legalization of Abortion,Life is sacred on all levels. Abortion does not compute with my philosophy. Kate Mulgrew (Red on #OITNB ) #SemST,0
Legalization of Abortion,So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body. #SemST,1
Legalization of Abortion,asked a protester-u'll fund the moms?Yes-So #announced it in DT #hamont-yo ppl #NoAbortion=these ppl wth picz will pay 4yo' kids #SemST,0
Legalization of Abortion,Those who deny women who've been raped abortion are the same ppl who tell rape victims they asked for it. #rape #SemST,0
Legalization of Abortion,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST",0
Legalization of Abortion,That's like being into cannibalism but against abortion.comparing being against eggs but loving chicken. #cannibalism #analogy #SemST,0
